Title,avgRating,sentiment_rating_category,review/summary,sentiment_category,Genre,Author,Rating_Ordinal,Genre_Encoded,sentiment_categoty_encoded
Wuthering Heights,4.05462962962963,Must Read,it's a pity... but it doesn't measure up,Average,Unknown,Emily Bronte,5.0,0,2
Black and Blue Magic,4.85,Must Read,I wish it were a movie.,Good,Juvenile Fiction,Zilpha Keatley Snyder,5.0,9,3
"Online Marketing Handbook: How to Promote, Advertise, and Sell Your Products and Services on the Internet, 1998 Edition",4.444444444444445,Must Read,A Review from a Competitor,Average,Business & Economics,"John McDonough, Karen Egolf",5.0,7,2
Love You Forever,4.056984016678249,Must Read,A tender loving tale of the love between a parent and child,Must Read,Juvenile Fiction,Robert N. Munsch,5.0,9,5
A Christmas Carol (Classic Fiction),4.686390532544379,Must Read,Very Pleased,Good,Unknown,Unknown,5.0,0,3
Dreams from My Father: A Story of Race and Inheritance,4.148427672955975,Must Read,"Red or Blue, you ought to consider this one...",Average,Unknown,Unknown,5.0,0,2
Beyond Beef: The Rise and Fall of the Cattle Culture (Plume),4.25,Must Read,Great Reasons to Say No to Beef!,Good,Beef,Jeremy Rifkin,5.0,871,3
The Hobbit There and Back Again,4.657503379900856,Must Read,The Hobbit review by matt,Average,Adventure stories,John Ronald Reuel Tolkien,5.0,18,2
A Man For All Seasons (Turtleback School & Library Binding Edition),4.372881355932203,Must Read,One of the greatest literary works of our time,Very Good,Education,Thomas G. Gunning,5.0,21,4
Harry Potter and The Sorcerer's Stone,4.73925838728664,Must Read,Magic and the Individual,Average,Juvenile Fiction,J. K. Rowling,5.0,9,2
The General,4.6875,Must Read,Outstanding Critique of WWI,Very Good,Fiction,C. S. Forester,5.0,1,4
Better: A Surgeon's Notes on Performance,4.6,Must Read,Much better,Good,Medical,Atul Gawande,5.0,82,3
Black Boy CD,4.342995169082125,Must Read,Excellent description of negro life in the 1920's,Very Good,Biography & Autobiography,Richard Wright,5.0,14,4
America Over The Water: A Musical Journey With Alan Lomax,4.333333333333333,Must Read,A magical book,Average,Biography & Autobiography,Shirley Collins,5.0,14,2
The Columbia Anthology of Traditional Chinese Literature,4.333333333333333,Must Read,Tredding deep Into Oceans of Traditional Chinese Literature,Average,Literary Criticism,Victor H. Mair,5.0,3,2
Little Women,4.44976076555024,Must Read,Revisiting a Great Book,Very Good,Fiction,Louisa May Alcott,5.0,1,4
"Writing and Designing Manuals, Second Edition",4.5,Must Read,Professional coverage of a topic often tackled by amateurs.,Average,Technology & Engineering,Patricia A. Robinson,5.0,56,2
Advanced Windows Small Business Server 2003 Best Practices,4.222222222222222,Must Read,Best SBS Book,Very Good,Computers,Harry M. Brelsford,5.0,65,4
The Hobbit or There and Back Again,4.655842670935285,Must Read,"One of the BEST, most CREATIVE books I've EVER read.",Must Read,Juvenile Fiction,J. R. R. Tolkien,5.0,9,5
Jane Eyre (Large Print),4.490479317137229,Must Read,Excellently written,Very Good,Fiction,"Charlotte Brontë, Marc Cactus",5.0,1,4
The Lost Continent,3.201657458563536,Very Good,I'm Better Than Everyone in the MidWest,Good,Travel,Bill Bryson,4.0,23,3
John Coltrane: His Life and Music (The Michigan American Music Series),4.454545454545454,Must Read,very-well done but marred by avoidable errors,Average,Music,Lewis Porter,5.0,99,2
The Decline and Fall of the Roman Empire 7 Volumes,3.9615384615384617,Very Good,Defective binding,Average,History,Edward Gibbon,4.0,8,2
How to Be Like Walt: Capturing the Disney Magic Every Day of Your Life,4.884615384615385,Must Read,How to Be Like Walt,Good,Self-Help,"Pat Williams, Jim Denney",5.0,87,3
"The Diary of Dorcas Good, Child Witch of Salem",3.6666666666666665,Very Good,heart wrenching story,Very Good,Fiction,Rose Earhart,4.0,1,4
The Count of Monte Cristo,4.587824351297405,Must Read,Abridged??,Average,Unknown,Alexandre Dumas,5.0,0,2
Practical Magic,4.054054054054054,Must Read,Great read!,Very Good,Unknown,Nikki Van De Car,5.0,0,4
"No man knows my history: The life of Joseph Smith, the Mormon prophet",3.8254716981132075,Very Good,One of the first books I recommend reading about Morminism.,Good,Biography & Autobiography,Fawn McKay Brodie,4.0,14,3
"Little women; or, Meg, Jo, Beth, and Amy,",4.447115384615385,Must Read,Rereading Little Women as an adult was worthwhile,Good,Juvenile Fiction,Rey Terciero,5.0,9,3
Ravished,4.2555555555555555,Must Read,One of her best!,Very Good,Fiction,Amanda Quick,5.0,1,4
I Can Do It 2005 Calendar,4.7105263157894735,Must Read,It's Easy on Amazon,Very Good,Health & Fitness,Louise L. Hay,5.0,19,4
God Calling,4.698473282442748,Must Read,Arms Around the Soul,Average,Religion,A. J. Russell,5.0,6,2
Term Limits,4.202247191011236,Must Read,A interesting look at alternative political actions,Good,Unknown,Unknown,5.0,0,3
The Montessori Method (The Best Nonfiction Sellers of 1912),4.111111111111111,Must Read,Don't buy this paperback version!,Average,Education,"Gerald L. Gutek, Patricia A. Gutek",5.0,21,2
"The Detox Book: How to Detoxify Your Body to Improve Your Health, Stop Disease, and Reverse Aging, 2nd Edition",4.648648648648648,Must Read,"Very repetitive, very repetitive, very repetitive",Poor,Health & Fitness,Bruce Fife,5.0,19,1
Murder On The Mind (Five Star First Edition Mystery),4.295321637426901,Must Read,Intriguing !,Average,Detective and mystery stories,Mystery Writers of America,5.0,166,2
Aspect-Oriented Programming with AspectJ,3.8333333333333335,Very Good,Missing Big Picture,Average,Computers,Ivan Kiselev,4.0,65,2
Whoopi Goldberg Book,3.3846153846153846,Very Good,Good God Almighty!,Very Good,African American comedians,Whoopi Goldberg,4.0,1688,4
Aztecs,3.875,Very Good,"Definitive book, about a canibalistic people",Average,History,Michael E. Smith,4.0,8,2
Alice's Adventures in Wonderland,4.252659574468085,Must Read,Confusingly nonsensical,Average,Fiction,Lewis Carroll,5.0,1,2
Cunningham's Encyclopedia of Magical Herbs,4.573684210526316,Must Read,Nice,Good,Unknown,Unknown,5.0,0,3
The Bean Trees,3.9516806722689077,Very Good,Wonderful!!,Very Good,Fiction,Barbara Kingsolver,4.0,1,4
Crispan Magicker,3.3333333333333335,Very Good,A Good Book,Good,Fantasy,Mark M. Lowenthal,4.0,183,3
FALLING LEAVES RETURN TO THEIR ROOTS. The True Story of an Unwanted Chinese Daughter.,4.081927710843374,Must Read,Story of a Heroine? Or a desperate orphan?,Good,California,Adeline Yen Mah,5.0,204,3
Around the World in Eighty Days,4.463541666666667,Must Read,hi,Average,Juvenile Fiction,Jules Verne,5.0,9,2
"Conceptual Blockbusting, a Guide to Better Ideas",3.8181818181818183,Very Good,"More blocks, less busting",Average,Psychology,James L. Adams,4.0,57,2
MY FIRST COUNTING BOOK,5.0,Must Read,My First Counting Book,Average,Juvenile Fiction,Lilian Moore,5.0,9,2
The Autobiography of Benjamin Franklin,4.190839694656488,Must Read,Classic Book,Average,Unknown,Benjamin Franklin,5.0,0,2
Loosely Coupled: The Missing Pieces of Web Services,4.571428571428571,Must Read,An excellent overview for technical decision-makers,Very Good,Unknown,Unknown,5.0,0,4
Of Mice and Men,4.350707371556218,Must Read,A Terrific Book !!!!,Very Good,Unknown,Unknown,5.0,0,4
The Importance of Being Earnest,4.5910931174089065,Must Read,Best play I've ever read,Must Read,Fiction,Oscar Wilde,5.0,1,5
The World's Easiest Guide For New Believers (World's Easiest Guides),4.5,Must Read,Very Well Written,Good,Religion,Randy Southern,5.0,6,3
Great expectations,4.088699878493317,Must Read,Great Expectations,Very Good,Unknown,Unknown,5.0,0,4
"The Mystery of History, Vol. 1: Creation to Resurrection",4.585365853658536,Must Read,Homeschoolers' Delight!,Very Good,Bible,Linda Lacour Hobar,5.0,90,4
Heartburn & Reflux For Dummies (For Dummies (Health & Fitness)),4.555555555555555,Must Read,Robert Greenbaum,Average,Fiction,Nora Ephron,5.0,1,2
As a man thinketh,4.603729603729604,Must Read,Just perfect!,Very Good,Self-Help,"Associate Professor of Philosophy James Allen, James Allen",5.0,87,4
God's trombones: Seven Negro sermons in verse,4.821428571428571,Must Read,&quot;The Creation&quot; surely is one of the best poems ever!,Must Read,Poetry,James Weldon Johnson,5.0,193,5
The little prince,4.426791277258567,Must Read,"&quot;The grown-ups are certainly very, very odd...&quot;",Good,Juvenile Fiction,Antoine de Saint-Exupery,5.0,9,3
Thin So Fast,4.6,Must Read,Frugal Homemade Medifast,Average,Health & Fitness,Michael R. Eades,5.0,19,2
Shahnameh: The Persian Book of Kings,4.393939393939394,Must Read,World Respect as a Peaceful World Superpower,Very Good,POETRY,Firdawsī,5.0,1006,4
Roverandom,4.378378378378378,Must Read,Lovely Children's Tale,Very Good,Fiction,J. R. R. Tolkien,5.0,1,4
Fantasy Life,4.166666666666667,Must Read,"Hard to classify, but a very good read",Very Good,Games & Activities,Matthew Berry,5.0,62,4
The Code of the Warrior: Exploring Warrior Values Past and Present,4.428571428571429,Must Read,Who knew?,Average,History,Shannon E. French,5.0,8,2
Let Freedom Ring: Winning the War of Liberty over Liberalism,3.0339506172839505,Very Good,Unbelievable,Good,Political Science,Sean Hannity,4.0,16,3
Down these mean streets (Signet book),4.723076923076923,Must Read,Excellent Book!,Very Good,"Harlem (New York, N.Y.)",Piri Thomas,5.0,116,4
The Red Tent (Bestselling Backlist),4.153451226468911,Must Read,Tale of love and betrayal,Good,Fiction,Anita Diamant,5.0,1,3
Shadowy Horses,4.185792349726776,Must Read,a forced read,Average,Fiction,Susanna Kearsley,5.0,1,2
True Believer,3.2413793103448274,Very Good,Don't waste your time,Good,Unknown,Eric Hoffer,4.0,0,3
Jane Eyre (Penguin Classics),4.491147540983606,Must Read,Simply wonderful,Very Good,Fiction,Charlotte Bronte,5.0,1,4
The Great Gatsby,4.151029748283753,Must Read,Best book I've ever read,Very Good,Fiction,F. Scott Fitzgerald,5.0,1,4
The Last Juror,3.510169491525424,Very Good,Could be Grisham's best,Very Good,Fiction,John Grisham,4.0,1,4
The Stranger,4.1545741324921135,Must Read,Makes you want to think...,Good,Unknown,Harlan Coben,5.0,0,3
The Forgotten Pollinators,4.769230769230769,Must Read,And then there was none...,Average,Nature,"Stephen L. Buchmann, Gary Paul Nabhan",5.0,28,2
"Stalking Darkness: Nightrunner, Book 2",4.511904761904762,Must Read,"Resolution, but at a cost",Average,Unknown,Unknown,5.0,0,2
What the Best College Teachers Do,4.105263157894737,Must Read,"""In an ideal world...""",Very Good,Education,Ken Bain,5.0,21,4
Potatoes? Not Yet!,5.0,Must Read,Delightful and filled with creative wisdom !,Must Read,Unknown,Harry Vardis,5.0,0,5
The Incredible Journey,3.970873786407767,Very Good,A Wonderful Journey Home,Very Good,Juvenile Fiction,Sheila Burnford,4.0,9,4
Under the Banner of Heaven,4.100712105798576,Must Read,A history of polygamy in the US,Average,True Crime,Jon Krakauer,5.0,34,2
Midnight Red,5.0,Must Read,Great new southern author,Very Good,Unknown,Unknown,5.0,0,4
101 Countries: Discovering the World Through Fast Travel,4.7727272727272725,Must Read,An inspirational book,Very Good,Travel,P. J. Parmar,5.0,23,4
"The Scarlet Letter, A Romance",3.7973333333333334,Very Good,First try at electronic book,Average,Adultery,Nathaniel Hawthorne,4.0,123,2
THE TALE OF JEMIMA PUDDLE-DUCK,3.736842105263158,Very Good,Jemima Puddle-Duck,Average,Animals,Beatrix Potter,4.0,186,2
The Next Place,4.716599190283401,Must Read,eye appealing and sweet,Good,Unknown,Unknown,5.0,0,3
The Innocent Man: Murder and Injustice in a Small Town (Random House Large Print),3.79296875,Very Good,Grisham Non-fiction,Average,Social Science,John Grisham,4.0,45,2
No-Nonsense Guide to Coastal Fishing (Saltwater Strategies),4.6,Must Read,Pat Murray's guide tells the big picture,Average,Saltwater fishing,Pat Murray,5.0,1374,2
No Condition Is Permanent!,4.769230769230769,Must Read,The best ever,Very Good,"Fiction in English - Nigerian writers, 1960- - Texts",Dan Fulani,5.0,1201,4
Kushiel's Dart,4.134615384615385,Must Read,Not for the faint of heart,Very Good,Fiction,Jacqueline Carey,5.0,1,4
"Animal Farm (Signet Classics, CT304)",4.457359009628611,Must Read,Interesting look at Communist Russia,Good,Unknown,Unknown,5.0,0,3
The Intermarriage Handbook: A Guide for Jews & Christians,2.857142857142857,Good,"Good book, but with some serious weak spots.",Poor,Christianity,"Judy Petsonk, Jim Remsen",3.0,403,1
Moby Dick,4.043087971274685,Must Read,I sympathize with Ahab,Average,Young Adult Fiction,Herman Melville,5.0,35,2
Ultimate French Beginner-intermediate (CD/Book),3.8636363636363638,Very Good,great book!,Very Good,Unknown,LIVING LANGUAGE STAFF,4.0,0,4
Left Behind - A Novel Of The Earth's Last Days,4.016302186878727,Must Read,Intriguing!,Average,FICTION,"Tim F. LaHaye, Jerry B. Jenkins",5.0,47,2
Jane Eyre (Simple English),4.490479317137229,Must Read,Woman of Great Importance,Must Read,Literary Criticism,Charlotte Brontë,5.0,3,5
Doctor Zhivago,4.165137614678899,Must Read,Zhivago is life and art,Average,Fiction,Boris Leonidovich Pasternak,5.0,1,2
"Walden: Or, Life in the Woods",4.0855263157894735,Must Read,It stands by itself,Average,"Authors, American",Henry David Thoreau,5.0,154,2
"The Hobbitt, or there and back again; illustrated by the author.",4.658597285067874,Must Read,Great Read for a Middle Schooler,Very Good,Fiction,J. R. R. Tolkien,5.0,1,4
"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations",3.865740740740741,Very Good,The Wisdom of Crowds,Very Good,Social Science,Unknown,4.0,45,4
Great Gatsby (Everyman),4.152941176470589,Must Read,Just one day,Average,American Dream,F. Scott Fitzgerald,5.0,5,2
How To Cook Everything: Simple Recipes for Great Food,4.394366197183099,Must Read,Fantastic!,Very Good,Cooking,Mark Bittman,5.0,15,4
The Trouble with Tenors: A Mystery Featuring Gospel Singer Alexandra Walters,4.714285714285714,Must Read,A series character you'll want to meet again,Good,Fiction,Lorie Ham,5.0,1,3
Charlotte's web,4.706075533661741,Must Read,spiders pigs and other things,Average,Unknown,Unknown,5.0,0,2
Pride and Prejudice,4.525222551928783,Must Read,Simple thoughts from a simple mind.,Average,Fiction,Jane Austen,5.0,1,2
Treasure Island (Classic Illustrated),4.303693570451436,Must Read,Checking things out!,Average,Unknown,"Alex A. Blum, Robert Louis Stevenson",5.0,0,2
George Orwell 1984,4.562931492299522,Must Read,boring,Average,Fiction,George Orwell,5.0,1,2
"Chainmail (Gateways, Book 2)",3.5,Very Good,GREAT!!!,Very Good,Fiction,Diane Carey,4.0,1,4
I Think I Love You,4.252032520325203,Must Read,"unexpected ending, pretty good story :) easy to read",Must Read,Young Adult Fiction,Ciara Smyth,5.0,35,5
Piper at the Gate,4.846153846153846,Must Read,Wow!,Very Good,Fiction,Mary Stanton,5.0,1,4
8 Ball Chicks: A Year in the Violent World of Girl Gangsters (ISBN: 0385474318),4.425,Must Read,Tears till the end,Average,Social Science,Gini Sikes,5.0,45,2
"A Wizard of Earthsea (The Earthsea Cycle, Book 1)",4.083507306889353,Must Read,Wonderful book,Very Good,Juvenile Fiction,Ursula K. Le Guin,5.0,9,4
Smart Love,4.538461538461538,Must Read,"A Very Graceful 10 Stars to the Pied ""Piepers""",Very Good,Child rearing,"Martha Heineman Pieper, William J. Pieper, M.d.",5.0,151,4
Developmental Instability: Causes and Consequences,5.0,Must Read,Quotes from Published Reviews,Average,Science,"Professor of Philosophy Hans Rott, Assistant Professor of Biological Sciences Michal Polak, Oxford University Press",5.0,74,2
Wuthering Heights,4.05462962962963,Must Read,The Real Star Is The Heights,Average,Unknown,Emily Bronte,5.0,0,2
Remember This Titan: The Bill Yoast Story: Lessons Learned from a Celebrated Coach's Journey As Told to Steve Sullivan,4.911111111111111,Must Read,Magnificent!!!,Very Good,Unknown,Unknown,5.0,0,4
Northanger Abbey: A novel (The select library of fiction),4.094262295081967,Must Read,Exceeded my expectations!,Average,Fiction,Jane Austen,5.0,1,2
Moby Dick or the Whale (The World's Classics),4.038321167883212,Must Read,The greatest American Novel,Must Read,Young Adult Fiction,Herman Melville,5.0,35,5
A Farewell to France,5.0,Must Read,"An epic, I loved it!",Very Good,Unknown,Unknown,5.0,0,4
Past Recall: When Love and Wisdom Transcend Time,4.529411764705882,Must Read,"Enjoyable, enchanting, and ultimately enlightening",Very Good,Biography & Autobiography,Nita Hughes,5.0,14,4
John Adams,4.6561264822134385,Must Read,John Adams &#65533; Action Hero!,Very Good,Biography & Autobiography,David McCullough,5.0,14,4
Flush,4.409756097560976,Must Read,flush,Average,Juvenile Fiction,Carl Hiaasen,5.0,9,2
Wuthering Heights,4.05462962962963,Must Read,Classic Literature Piece,Average,Unknown,Emily Bronte,5.0,0,2
BASIC STICK FIGHTING FOR COMBAT,3.888888888888889,Very Good,Basic Knowledge,Average,Sports & Recreation,Michael D. Echanis,4.0,68,2
Liar's poker : rising through the wreckage on Wall Street,4.331670822942644,Must Read,Worth a read,Good,Biography & Autobiography,Michael Lewis,5.0,14,3
Lord of the Flies,3.920696324951644,Very Good,:The story of kids who get marooned on a deserted island.,Average,Fiction,William Golding,4.0,1,2
"Lord of the Flies, a Novel",3.9215938303341904,Very Good,Disgusted,Poor,Fiction,William Golding,4.0,1,1
Manhattan Is My Beat (Rune Trilogy),3.7777777777777777,Very Good,THIS BOOK CAN'T BE BEAT!,Average,Detective and mystery stories,Jeffery Deaver,4.0,166,2
What's the Deal With Wicca?: A Deeper Look into the Dark Side of Today's Witchcraft,1.5555555555555556,Average,A Useful Book,Good,Juvenile Nonfiction,Steve Russo,2.0,120,3
How to Be Like Walt: Capturing the Disney Magic Every Day of Your Life,4.884615384615385,Must Read,Should be required reading in high school!,Average,Self-Help,"Pat Williams, Jim Denney",5.0,87,2
Alice's Adventures in Wonderland and Through the Looking Glass (Classic Collection),4.095505617977528,Must Read,Bad Book,Poor,Fantasy,Lewis Carroll,5.0,183,1
The People Next Door: A Novel,4.454545454545454,Must Read,RIVETING SCI-FI,Average,Unknown,Unknown,5.0,0,2
Locomotion (New Windmills),4.107142857142857,Must Read,Loco about Locomotion,Average,African American boys,Jacqueline Woodson,5.0,420,2
Who Moved My Cheese? An-Amazing Way to Deal with Change in Your Work and in Your Life,3.334218916046759,Very Good,One small step for man ...,Average,Business & Economics,Spencer Johnson,4.0,7,2
Duplicate Keys,3.260869565217391,Very Good,AT LEAST MAKE THEM BELIEVABLE,Average,Fiction,Jane Smiley,4.0,1,2
A Friend of the Earth,3.590909090909091,Very Good,"dystopia, usa.",Average,Unknown,Unknown,4.0,0,2
"The Dragonbone Chair (Memory, Sorrow, & Thorn Ser.)",4.048484848484849,Must Read,Worth the Struggle!,Average,Fiction,Tad Williams,5.0,1,2
The Spy Who Came In From the Cold,4.484210526315789,Must Read,Excellent Prequel to Tinker Tailor,Very Good,Fiction,John le Carre,5.0,1,4
How to Use Your Mac,4.75,Must Read,Excellent,Very Good,Computers,Jason Rich,5.0,65,4
Hank Aaron and the Home Run That Changed America,4.809523809523809,Must Read,GREAT book,Very Good,Sports & Recreation,Tom Stanton,5.0,68,4
For The Time Being,4.076923076923077,Must Read,This is the book of my life.,Average,Fiction,Ruth Ozeki,5.0,1,2
"The yearling,",4.016949152542373,Must Read,Beautiful,Very Good,Fiction,Marjorie Kinnan Rawlings,5.0,1,4
The Desire of Ages,4.767857142857143,Must Read,Jesus lived and died for us.,Poor,Seventh-Day Adventists,Ellen G. White,5.0,177,1
The Eleventh Hour: A curious Mystery,4.804123711340206,Must Read,Outstanding book for young detectives.,Very Good,Animals,Graeme Base,5.0,186,4
The Legend of Fire Horse Woman,3.6666666666666665,Very Good,Author skillfully re-creates the limitations and loneliness of life,Average,Fiction,Jeanne Wakatsuki Houston,4.0,1,2
Unfit for Command: Swift Boat Veterans Speak Out Against John Kerry,3.489586776859504,Very Good,We need a book on the author instead,Average,Political Science,BusinessNews Publishing,4.0,16,2
still More Stories from Grandma's Attic,4.833333333333333,Must Read,"Still More Stories from Grandma's Attic (Grandma's Attic Series, Book Three)",Average,Juvenile Fiction,Arleta Richardson,5.0,9,2
Nietzsche and Wagner: A Lesson in Subjugation,3.5,Very Good,A FASCINATING ACCOUNT OF THE RELATIONSHIP BETWEEN NIETZSCHE AND WAGNER,Very Good,Unknown,Unknown,4.0,0,4
Ollie the Stomper (Gossie & Friends),4.611111111111111,Must Read,Ollie is just adorable!,Very Good,Unknown,Unknown,5.0,0,4
Shadow's Walk,5.0,Must Read,Delightful,Very Good,Fiction,Faye Kellerman,5.0,1,4
An Isolated Incident,3.4,Very Good,A gruesome excuse to write a crime thriller,Average,Fiction,Charlotte Wood,4.0,1,2
Fahrenheit 451 (Cascades S.),4.159490600363857,Must Read,A younger view,Average,Book burning,Ray Bradbury,5.0,91,2
"GOD BLESS YOU, MR. ROSEWATER, or Pearls Before Swine",4.146788990825688,Must Read,This Bird Has Flown.,Average,Absurd (Philosophy),Kurt Vonnegut,5.0,284,2
"Italian, Basic: Learn to Speak and Understand Italian with Pimsleur Language Programs (Simon & Schuster's Pimsleur)",4.236363636363636,Must Read,Very Good for Pronunciation,Good,Foreign Language Study,Pimsleur,5.0,37,3
Cat's Cradle,4.420038535645472,Must Read,One of the best novels of the twentieth century,Very Good,Fiction,Kurt Vonnegut,5.0,1,4
Make-up Techniques for Photography,1.0,Poor,Disappointing,Average,Beauty culture,Julia Conway,1.0,646,2
I Say a Little Prayer: A Novel,3.9791666666666665,Very Good,A little disappointed,Average,Fiction,E. Lynn Harris,4.0,1,2
"Trowel and Error: Over 700 Tips, Remedies and Shortcuts for the Gardener",4.653846153846154,Must Read,"Totally Enjoyable, and Helpful hints galore",Very Good,Gardening,Sharon Lovejoy,5.0,54,4
River of Tomorrow,5.0,Must Read,Best in the trilogy,Very Good,Fiction,Lesley Kagen,5.0,1,4
Harry Potter and The Sorcerer's Stone,4.73925838728664,Must Read,Great Reading,Very Good,Juvenile Fiction,J. K. Rowling,5.0,9,4
Jane Eyre: Complete and Unabridged (Puffin Classics),4.490479317137229,Must Read,Tough Times,Average,Fiction,Charlote Brontë,5.0,1,2
The Great Gatsby,4.150932730356133,Must Read,Good kindle version of an American classic,Good,Fiction,F. Scott Fitzgerald,5.0,1,3
Search the Sky,4.2,Must Read,Investigation in Deep Space!,Average,Unknown,Unknown,5.0,0,2
The Warlord of Mars,4.413333333333333,Must Read,Excellent fantasy fiction,Very Good,Self-Help,Edgar Rice Burroughs,5.0,87,4
Saltwater Aquariums For Dummies (For Dummies (Pets)),3.9591836734693877,Very Good,Simply wrong!,Poor,Pets,Gregory Skomal,4.0,138,1
Men of the Bible,4.534246575342466,Must Read,Men of the Bible,Average,Religion,Herbert Lockyer,5.0,6,2
Jude the Obscure,4.029585798816568,Must Read,One for the ages,Average,Fiction,Thomas Hardy,5.0,1,2
The Giver,4.2734170591313445,Must Read,The Giver,Good,Juvenile Fiction,Lois Lowry,5.0,9,3
PHILOSOPHICAL STRANGLER,3.5185185185185186,Very Good,One of the worst books I have ever read,Poor,Fiction,Eric Flint,4.0,1,1
The Picture of Dorian Gray (Classic Collection (Brilliance Audio)),4.2732824427480915,Must Read,A fine reminder. . .,Good,Audiobooks,Unknown,5.0,109,3
Brave New World,4.235517568850902,Must Read,"Heavy, Ponderous, Boring Book",Average,Fiction,Aldous Huxley,5.0,1,2
Charlotte's Web,4.707037643207856,Must Read,Charlotte's Web,Average,Juvenile Fiction,E. B. White,5.0,9,2
"A history of New York: From the beginning of the world to the end of the Dutch dynasty : containing, among many surprising and curious matters, the ... that ever hath been or ever will be published",3.6666666666666665,Very Good,"""How the town of New Amsterdam arose out of the mud""",Average,Dutch Americans,Washington Irving,4.0,1094,2
Camelot 30K,3.736842105263158,Very Good,Life on the shores of space,Average,Unknown,Unknown,4.0,0,2
Hornblower #11 During Crisis,3.738095238095238,Very Good,Half a story is better than none.,Good,Fiction,C.S. Forester,4.0,1,3
My Life,3.486896551724138,Very Good,No thanks?,Average,Juvenile Fiction,Janet Tashjian,4.0,9,2
Sugar,4.613207547169812,Must Read,The Imagery and Story Telling Is Genius,Average,Unknown,United States. Congress. Senate. Committee on Agriculture and Forestry,5.0,0,2
Sati: A Novel,4.409836065573771,Must Read,Delicious!,Very Good,Unknown,Unknown,5.0,0,4
"Life on the Mississippi, (A Bantam Pathfinder)",4.02542372881356,Must Read,I gave it a 1 because there is no lower rating,Good,Fiction,Mark Twain,5.0,1,3
The adventures of Peter Cottontail,4.5,Must Read,Smart and Mischievous,Good,Juvenile Fiction,"Thornton W. Burgess, Harrison Cady",5.0,9,3
A tree grows in Brooklyn: A novel (Armed Services edition),4.706852791878172,Must Read,Very Nostalgic!,Average,History,Molly Guptill Manning,5.0,8,2
Charlie and the Chocolate Factory:A Play,4.552238805970149,Must Read,It`s an ACE book and everyboby should read it.,Average,Juvenile Fiction,Roald Dahl,5.0,9,2
Fahrenheit 451,4.158980582524272,Must Read,Full Of thought,Average,Book burning,Ray Bradbury,5.0,91,2
In My Father's House,4.652777777777778,Must Read,This book was awesome.,Very Good,True Crime,Fox Butterfield,5.0,34,4
Tintin: The Complete Companion,4.696969696969697,Must Read,The best companion book ever!,Very Good,Comics & Graphic Novels,Michael Farr,5.0,124,4
Good and Angry: Exchanging Frustration for Character in You and Your Kids!,4.694444444444445,Must Read,HONOR IS THE BASIS TO PARENTING,Good,Family & Relationships,"Scott Turansky, Joanne Miller",5.0,48,3
"Redwall: Redwall, Book 1",4.676646706586826,Must Read,This is My Favorite Book,Good,Juvenile Fiction,Brian Jacques,5.0,9,3
"The Penguin Dictionary of Sociology (Dictionary, Penguin)",4.571428571428571,Must Read,Dictionary of sociology,Average,Reference,"Nicholas Abercrombie, Stephen Hill, Bryan S. Turner",5.0,128,2
"The Scarlet Letter (Lake Illustrated Classics, Collection 2)",3.8185328185328187,Very Good,"I read it as a young girl qnd loved it, but reread was different.",Good,Books and reading,Thomas Hardy,4.0,220,3
The Rainy City,3.3333333333333335,Very Good,A hard boiled well plotted mystery with unlikable characters,Good,Unknown,Unknown,4.0,0,3
Violin A Novel,2.4618320610687023,Good,The Downward Spiral,Average,Fiction,Anne Rice,3.0,1,2
"Reefer Madness Sex, Drugs, and Cheap Labor in the American Black Market",3.870967741935484,Very Good,Thoroughly thought provoking,Average,Business & Economics,Eric Schlosser,4.0,7,2
"Hang tough, Paul Mather",5.0,Must Read,Hang Tough Paul Mather,Average,Unknown,Alfred Slote,5.0,0,2
I know this much is true,4.5,Must Read,great reading,Very Good,Fiction,Wally Lamb,5.0,1,4
The Traveler,4.324723247232472,Must Read,The Traveler,Average,Fiction,Noor Al-Shanti,5.0,1,2
OF MICE AND MEN,4.350148367952523,Must Read,Todd S. At MLMS,Average,Fiction,John Steinbeck,5.0,1,2
Please Stop Laughing At Me...: One Woman's Inspirational Story,3.345679012345679,Very Good,Not as well-written as I hoped.,Good,Biography & Autobiography,Jodee Blanco,4.0,14,3
Truman,4.733471074380165,Must Read,Book & Author are ***** 5 STARS *****,Average,Unknown,Unknown,5.0,0,2
Full Blast,3.7941176470588234,Very Good,"Fast, Fun, Sexy Read",Must Read,Unknown,Unknown,4.0,0,5
"BITTER HARVEST: A WOMAN'S FURY A MOTHERS SACRIFICE : ""A Woman's Fury, a Mother's Sacrifice""",3.64021164021164,Very Good,From a True Crime Junkie From Manhattan.,Average,True Crime,Ann Rule,4.0,34,2
"Moonrise (Warriors: The New Prophecy, Book 2)",4.678260869565217,Must Read,Better,Good,Juvenile Fiction,Erin Hunter,5.0,9,3
The Mind At Work: Valuing the Intelligence of the American Worker,4.5,Must Read,A Seminal Book on Blue Collar Work,Average,Social Science,Mike Rose,5.0,45,2
Last Dinner on the Titanic: Menus and Recipes from the Legendary Liner,4.777777777777778,Must Read,Buy two copies!,Average,Cooking,"Rick Archbold, Dana McCauley",5.0,15,2
Martin the Warrior,4.817164179104478,Must Read,The best of Jacques' books,Very Good,Juvenile Fiction,Brian Jacques,5.0,9,4
